Section2		
1		
1		
135		
1		
0		
1.5	1	99.90277038
2.5	1	100.0014431
3.5	1	100.4591893
4.5	1	100.242027
5.5	1	100.4132658
6.5	1	100.0935697
7.5	1	100.2558199
8.5	1	100.0579127
9.5	1	100.2394024
10.5	1	100.4629891
11.5	1	100.981613
12.5	1	100.8816569
13.5	1	101.7578082
14.5	1	101.4197298
15.5	1	101.5965237
16.5	1	101.6728967
17.5	1	100.8044239
18.5	1	100.1354128
19.5	1	100.7383505
20.5	1	101.0680031
21.5	1	99.73599016
22.5	1	100.0519289
23.5	1	100.0912804
24.5	1	100.3576652
25.5	1	100.1441122
26.5	1	101.0071283
27.5	1	99.8364649
3	2	100.2900535
4	2	100.2622909
5	2	100.2015112
6	2	100.2785969
7	2	100.3996224
8	2	100.3917835
9	2	100.5785049
10	2	100.9381838
11	2	101.910271
12	2	102.8953103
13	2	102.6253767
14	2	101.7130144
15	2	101.5780062
16	2	101.7358703
17	2	102.6570464
18	2	102.8988218
19	2	101.9713365
20	2	100.9319761
21	2	100.5666426
22	2	100.4110005
23	2	100.2595251
24	2	100.2286401
25	2	100.2666952
26	2	100.1821639
4.5	3	100.7433766
5.5	3	100.8197695
6.5	3	100.89776
7.5	3	101.0915996
8.5	3	101.5452721
9.5	3	102.3996392
10.5	3	102.8923153
11.5	3	101.9892498
12.5	3	101.2407628
13.5	3	101.6291443
14.5	3	102.2894273
15.5	3	102.2500503
16.5	3	101.6295135
17.5	3	101.2229349
18.5	3	101.9829045
19.5	3	102.8888829
20.5	3	102.417608
21.5	3	101.5489298
22.5	3	101.0625194
23.5	3	100.8840955
24.5	3	100.7334259
6	4	101.8624464
7	4	102.2962983
8	4	103.0051827
9	4	103.0693043
10	4	101.9357124
11	4	100.9397426
12	4	100.8126773
13	4	102.0208431
14	4	103.3825216
15	4	103.7098474
16	4	103.3739022
17	4	102.0246902
18	4	100.8095856
19	4	100.9241512
20	4	101.921574
21	4	103.0736871
22	4	103.0063786
23	4	102.3041162
7.5	5	103.6016633
8.5	5	102.4395381
9.5	5	101.51636
10.5	5	101.0565313
11.5	5	101.2530353
12.5	5	102.7964953
13.5	5	104.3931733
14.5	5	104.8118396
15.5	5	104.8189335
16.5	5	104.3927326
17.5	5	102.7919661
18.5	5	101.2529058
19.5	5	101.0564748
20.5	5	101.5038446
21.5	5	102.4412939
9	6	102.0680537
10	6	101.8429441
11	6	102.1282622
12	6	103.7368198
13	6	105.3810683
14	6	105.7731307
15	6	105.7656342
16	6	105.7671755
17	6	105.379672
18	6	103.7350008
19	6	102.125479
20	6	101.8443522
10.5	7	103.1286997
11.5	7	104.7117692
12.5	7	106.3136166
13.5	7	106.6471104
14.5	7	106.5726605
15.5	7	106.5749335
16.5	7	106.645694
17.5	7	106.3096057
18.5	7	104.7119221
12	8	107.1119433
13	8	107.4069925
14	8	107.2797578
15	8	107.2098644
16	8	107.281136
17	8	107.4061366
13.5	9	107.8306456
14.5	9	107.7094193
15.5	9	107.7097235
0		
0		
0		
0		
