Section5		
1		
1		
135		
1		
0		
1.5	1	100.4697354
2.5	1	100.0309079
3.5	1	100.2829899
4.5	1	100.1538293
5.5	1	98.88448462
6.5	1	99.92026129
7.5	1	100.2590069
8.5	1	100.0782381
9.5	1	100.0245525
10.5	1	99.79164074
11.5	1	100.3828972
12.5	1	100.6578885
13.5	1	100.3743621
14.5	1	100.9620975
15.5	1	100.4855225
16.5	1	100.5867415
17.5	1	100.3902522
18.5	1	100.1210549
19.5	1	100.0361855
20.5	1	100.0202862
21.5	1	100.1198862
22.5	1	100.0037186
23.5	1	99.75299985
24.5	1	100.1849577
25.5	1	99.92081426
26.5	1	100.2669535
27.5	1	100.2497302
3	2	100.2261556
4	2	100.2533846
5	2	100.316526
6	2	100.3217606
7	2	100.3032649
8	2	100.3580054
9	2	100.4474254
10	2	100.7274754
11	2	101.1184708
12	2	101.5633803
13	2	101.4996777
14	2	101.0608216
15	2	100.8550241
16	2	101.0832883
17	2	101.4747121
18	2	101.4232049
19	2	101.0692398
20	2	100.6613376
21	2	100.4724481
22	2	100.3998409
23	2	100.3129733
24	2	100.2291273
25	2	100.2539735
26	2	100.2126789
4.5	3	100.8348994
5.5	3	100.8861974
6.5	3	100.9566712
7.5	3	101.0816886
8.5	3	101.3248451
9.5	3	101.7402136
10.5	3	102.0520346
11.5	3	101.9247328
12.5	3	101.6456455
13.5	3	101.4405093
14.5	3	101.3737129
15.5	3	101.3810607
16.5	3	101.4440609
17.5	3	101.6332014
18.5	3	101.9266241
19.5	3	102.0439409
20.5	3	101.736455
21.5	3	101.3322689
22.5	3	101.084021
23.5	3	100.9477741
24.5	3	100.8917526
6	4	101.9197864
7	4	102.171571
8	4	102.5089145
9	4	102.664111
10	4	102.358857
11	4	102.0007446
12	4	101.8698111
13	4	102.0515273
14	4	102.3276555
15	4	102.4125765
16	4	102.3204248
17	4	102.0567236
18	4	101.8726416
19	4	102.0011306
20	4	102.3811417
21	4	102.6605837
22	4	102.5213946
23	4	102.1683275
7.5	5	103.428454
8.5	5	103.0463424
9.5	5	102.6142542
10.5	5	102.374803
11.5	5	102.4584959
12.5	5	102.9260923
13.5	5	103.4202866
14.5	5	103.6371084
15.5	5	103.6329029
16.5	5	103.419552
17.5	5	102.9205285
18.5	5	102.456012
19.5	5	102.3775266
20.5	5	102.6025671
21.5	5	103.0540992
9	6	103.1574392
10	6	103.0783591
11	6	103.2766038
12	6	103.8715973
13	6	104.4952835
14	6	104.7668867
15	6	104.8182683
16	6	104.7674038
17	6	104.4923826
18	6	103.8734168
19	6	103.2707714
20	6	103.0734084
10.5	7	104.1305025
11.5	7	104.7930376
12.5	7	105.4676583
13.5	7	105.7546469
14.5	7	105.8081979
15.5	7	105.8061308
16.5	7	105.7514424
17.5	7	105.465819
18.5	7	104.7913861
12	8	106.2626379
13	8	106.5439317
14	8	106.5878499
15	8	106.5802467
16	8	106.5882835
17	8	106.548247
13.5	9	107.125636
14.5	9	107.1024468
15.5	9	107.0984088
0		
0		
0		
0		
