Section3		
1		
1		
135		
1		
0		
1.5	1	100.000 
2.5	1	99.777 
3.5	1	100.162 
4.5	1	100.202 
5.5	1	100.275 
6.5	1	100.035 
7.5	1	99.510 
8.5	1	99.402 
9.5	1	99.674 
10.5	1	100.016 
11.5	1	100.535 
12.5	1	101.795 
13.5	1	102.595 
14.5	1	102.590 
15.5	1	101.232 
16.5	1	103.126 
17.5	1	101.580 
18.5	1	100.520 
19.5	1	100.133 
20.5	1	100.163 
21.5	1	100.025 
22.5	1	99.635 
23.5	1	100.185 
24.5	1	99.941 
25.5	1	100.210 
26.5	1	100.164 
27.5	1	100.113 
3	2	100.231 
4	2	100.263 
5	2	100.246 
6	2	100.247 
7	2	100.280 
8	2	100.402 
9	2	100.587 
10	2	101.046 
11	2	102.560 
12	2	103.928 
13	2	102.967 
14	2	102.244 
15	2	102.177 
16	2	102.144 
17	2	102.941 
18	2	103.905 
19	2	102.505 
20	2	101.101 
21	2	100.539 
22	2	100.342 
23	2	100.279 
24	2	100.239 
25	2	100.211 
26	2	100.246 
4.5	3	100.770 
5.5	3	100.803 
6.5	3	100.917 
7.5	3	101.117 
8.5	3	101.728 
9.5	3	102.911 
10.5	3	103.400 
11.5	3	101.681 
12.5	3	100.449 
13.5	3	101.830 
14.5	3	103.435 
15.5	3	103.410 
16.5	3	101.792 
17.5	3	100.543 
18.5	3	101.679 
19.5	3	103.424 
20.5	3	102.948 
21.5	3	101.723 
22.5	3	101.155 
23.5	3	100.913 
24.5	3	100.799 
6	4	101.967 
7	4	102.504 
8	4	103.459 
9	4	103.418 
10	4	101.512 
11	4	100.089 
12	4	99.933 
13	4	102.120 
14	4	104.478 
15	4	104.947 
16	4	104.479 
17	4	102.125 
18	4	99.935 
19	4	100.114 
20	4	101.501 
21	4	103.412 
22	4	103.461 
23	4	102.509 
7.5	5	103.909 
8.5	5	102.101 
9.5	5	100.918 
10.5	5	100.346 
11.5	5	100.499 
12.5	5	102.928 
13.5	5	105.435 
14.5	5	105.849 
15.5	5	105.858 
16.5	5	105.421 
17.5	5	102.929 
18.5	5	100.500 
19.5	5	100.344 
20.5	5	100.932 
21.5	5	102.102 
9	6	101.733 
10	6	101.372 
11	6	101.574 
12	6	103.966 
13	6	106.388 
14	6	106.708 
15	6	106.616 
16	6	106.716 
17	6	106.387 
18	6	103.962 
19	6	101.576 
20	6	101.371 
10.5	7	102.794 
11.5	7	105.055 
12.5	7	107.337 
13.5	7	107.570 
14.5	7	107.368 
15.5	7	107.369 
16.5	7	107.571 
17.5	7	107.333 
18.5	7	105.056 
12	8	108.202 
13	8	108.380 
14	8	108.103 
15	8	107.988 
16	8	108.102 
17	8	108.378 
13.5	9	108.732 
14.5	9	108.551 
15.5	9	108.551 
0		
0		
0		
0		
